"n_B","p","n_A","U:0","U:1","U:2","A:0","A:1","A:2","A:3","A:4","A:5","tau:0","tau:1","tau:2","tau:3","tau:4","tau:5","B:0","B:1","B:2","B:3","B:4","B:5","Points:0","Points:1","Points:2"
2.6256,1.1838e+07,0.25413,3.832,-0.8111,0,1.522,-0.8456,0,0.67157,0,0.23367,11.92,-9.3972,0,5.3181,0,-0.24291,1.2749,-0.047094,0,1.37,0,1.3109,1.0277,1.093,0.01
2.6454,1.1811e+07,0.24424,3.4861,-0.8713,0,1.3614,-0.86016,0,0.75504,0,0.22371,10.449,-9.6119,0,6.4287,0,-0.23149,1.2866,-0.050548,0,1.3888,0,1.3214,1.0297,1.093,0.01
2.6712,1.1804e+07,0.23135,3.1233,-0.91055,0,1.2049,-0.86294,0,0.83719,0,0.21176,9.0586,-9.7266,0,7.5698,0,-0.21304,1.3018,-0.054892,0,1.4112,0,1.3347,1.0316,1.093,0.01
2.7013,1.1816e+07,0.21632,2.7513,-0.92487,0,1.059,-0.85504,0,0.91405,0,0.1983,7.8008,-9.7358,0,8.6853,0,-0.18759,1.3193,-0.059304,0,1.4361,0,1.3503,1.0335,1.093,0.01
2.7326,1.1845e+07,0.20064,2.3788,-0.91181,0,0.93113,-0.83786,0,0.97948,0,0.1846,6.7217,-9.6298,0,9.6723,0,-0.16014,1.3372,-0.062591,0,1.4605,0,1.3663,1.0355,1.093,0.01
2.7612,1.1886e+07,0.18636,2.0151,-0.87091,0,0.82292,-0.81478,0,1.0345,0,0.17197,5.8188,-9.4233,0,10.49,0,-0.1385,1.3533,-0.06381,0,1.4811,0,1.3808,1.0374,1.093,0.01
2.7797,1.1926e+07,0.17712,1.669,-0.80395,0,0.75234,-0.79621,0,1.0736,0,0.16423,5.2314,-9.1889,0,10.981,0,-0.12422,1.3638,-0.061371,0,1.4906,0,1.3901,1.0394,1.093,0.01
2.7824,1.1958e+07,0.17575,1.3485,-0.71498,0,0.72378,-0.79502,0,1.1106,0,0.16363,4.9899,-9.0695,0,11.252,0,-0.11903,1.3667,-0.056001,0,1.4864,0,1.3913,1.0413,1.093,0.01
2.7663,1.1981e+07,0.18377,1.0598,-0.61013,0,0.72604,-0.81991,0,1.1774,0,0.17065,4.9813,-9.1879,0,11.665,0,-0.13048,1.3611,-0.049472,0,1.4696,0,1.3832,1.0432,1.093,0.01
2.7236,1.1986e+07,0.20516,0.80738,-0.49701,0,0.77474,-0.88723,0,1.2943,0,0.19033,5.3237,-9.7188,0,12.4,0,-0.14986,1.3432,-0.042359,0,1.4372,0,1.3617,1.0452,1.093,0.01
2.647,1.1971e+07,0.24344,0.59339,-0.384,0,0.87825,-1.003,0,1.4709,0,0.22895,6.0597,-10.734,0,13.536,0,-0.14645,1.3091,-0.035242,0,1.3866,0,1.3234,1.0471,1.093,0.01
2.5392,1.1944e+07,0.29732,0.41848,-0.27939,0,1.0094,-1.1418,0,1.6937,0,0.28832,6.9135,-11.984,0,14.975,0,-0.089991,1.2593,-0.028366,0,1.3203,0,1.2696,1.049,1.093,0.01
2.4079,1.1915e+07,0.36302,0.28167,-0.18995,0,1.1355,-1.2647,0,1.9224,0,0.36622,7.5826,-13.08,0,16.362,0,0.032423,1.1968,-0.021706,0,1.2424,0,1.204,1.051,1.093,0.01
2.2626,1.1893e+07,0.43563,0.18026,-0.11968,0,1.2315,-1.3397,0,2.117,0,0.45634,7.8628,-13.708,0,17.357,0,0.20552,1.1265,-0.015635,0,1.1585,0,1.1312,1.0529,1.093,0.01
2.114,1.1879e+07,0.50997,0.10975,-0.069215,0,1.2887,-1.352,0,2.2484,0,0.55091,7.7224,-13.732,0,17.741,0,0.40411,1.0538,-0.010638,0,1.0749,0,1.0567,1.0548,1.093,0.01
1.9708,1.1872e+07,0.58156,0.064139,-0.036327,0,1.3142,-1.3085,0,2.3044,0,0.64084,7.2842,-13.224,0,17.446,0,0.58338,0.98329,-0.0069851,0,0.99635,0,0.98491,1.0568,1.093,0.01
1.8395,1.187e+07,0.64721,0.036833,-0.017044,0,1.3183,-1.2257,0,2.2935,0,0.72065,6.6846,-12.348,0,16.589,0,0.72229,0.91843,-0.0046015,0,0.92612,0,0.91913,1.0587,1.093,0.01
1.7236,1.1874e+07,0.70514,0.021692,-0.0070206,0,1.308,-1.1194,0,2.2358,0,0.78968,6.0124,-11.256,0,15.379,0,0.83249,0.86103,-0.0031676,0,0.86549,0,0.86116,1.0606,1.093,0.01
1.6241,1.1882e+07,0.75491,0.013806,-0.0025256,0,1.2885,-1.005,0,2.1503,0,0.84641,5.327,-10.096,0,13.998,0,0.90297,0.81159,-0.0023293,0,0.81429,0,0.81144,1.0626,1.093,0.01
1.54,1.1891e+07,0.79693,0.0097661,-0.00088018,0,1.2631,-0.89296,0,2.0532,0,0.89093,4.656,-8.9654,0,12.592,0,0.92966,0.76976,-0.0018227,0,0.77155,0,0.7695,1.0645,1.093,0.01
1.4697,1.1902e+07,0.83208,0.0075053,-0.00043647,0,1.2338,-0.78784,0,1.9543,0,0.92509,4.0132,-7.9076,0,11.245,0,0.92156,0.73469,-0.0014877,0,0.73604,0,0.73444,1.0665,1.093,0.01
1.4112,1.1912e+07,0.86135,0.0059511,-0.00033368,0,1.2025,-0.69119,0,1.8587,0,0.95086,3.4089,-6.9362,0,9.9924,0,0.88821,0.70546,-0.0012418,0,0.70657,0,0.70526,1.0684,1.093,0.01
1.3625,1.1923e+07,0.88567,0.0046539,-0.00021592,0,1.1712,-0.60322,0,1.7686,0,0.97004,2.8527,-6.0527,0,8.8457,0,0.83813,0.68115,-0.0010463,0,0.68211,0,0.681,1.0703,1.093,0.01
1.3222,1.1935e+07,0.90587,0.0034883,2.4498e-06,0,1.1413,-0.52365,0,1.6848,0,0.98412,2.3521,-5.2538,0,7.8039,0,0.77812,0.66096,-0.00088406,0,0.66181,0,0.66086,1.0723,1.093,0.01
1.2887,1.1945e+07,0.92261,0.0024588,0.0002943,0,1.1139,-0.45206,0,1.6077,0,0.99429,1.9111,-4.5352,0,6.8629,0,0.71332,0.64423,-0.00074665,0,0.64498,0,0.64416,1.0742,1.093,0.01
1.261,1.1956e+07,0.93646,0.001598,0.00060648,0,1.0897,-0.38805,0,1.5372,0,1.0015,1.53,-3.8928,0,6.0179,0,0.64742,0.63039,-0.0006294,0,0.63104,0,0.63035,1.0761,1.093,0.01
1.2381,1.1966e+07,0.94789,0.000926,0.00089676,0,1.0687,-0.33117,0,1.4734,0,1.0064,1.2064,-3.3221,0,5.2642,0,0.58306,0.61897,-0.00052906,0,0.61953,0,0.61894,1.0781,1.093,0.01
1.2213,1.1974e+07,0.95629,0.00048884,0.0011168,0,1.0529,-0.28654,0,1.4226,0,1.0094,0.96465,-2.8742,0,4.6712,0,0.52899,0.61058,-0.00045237,0,0.61107,0,0.61056,1.08,1.093,0.01
1.211,1.1979e+07,0.96147,0.00026247,0.0012501,0,1.0431,-0.25755,0,1.3893,0,1.0108,0.81477,-2.5833,0,4.2852,0,0.49215,0.60542,-0.00040349,0,0.60586,0,0.6054,1.081,1.093,0.01
1.2034,1.1983e+07,0.96522,0.00012592,0.0013435,0,1.0359,-0.23572,0,1.364,0,1.0117,0.70573,-2.3644,0,3.9945,0,0.4636,0.60167,-0.00036712,0,0.60208,0,0.60166,1.082,1.093,0.01
1.1967,1.1987e+07,0.9686,2.9254e-05,0.0014244,0,1.0295,-0.21546,0,1.3404,0,1.0124,0.60757,-2.1611,0,3.7246,0,0.43645,0.59829,-0.00033353,0,0.59867,0,0.59829,1.083,1.093,0.01
1.1906,1.199e+07,0.97163,-3.1617e-05,0.0014942,0,1.0237,-0.1967,0,1.3185,0,1.0128,0.51937,-1.9729,0,3.4748,0,0.41078,0.59527,-0.00030255,0,0.59561,0,0.59526,1.084,1.093,0.01
1.1852,1.1993e+07,0.97435,-6.0427e-05,0.0015534,0,1.0185,-0.17939,0,1.2983,0,1.0131,0.44025,-1.7992,0,3.2446,0,0.38662,0.59255,-0.00027407,0,0.59287,0,0.59255,1.085,1.093,0.01
1.1803,1.1996e+07,0.97678,-6.0604e-05,0.0016018,0,1.0138,-0.16347,0,1.2796,0,1.0133,0.36928,-1.6396,0,3.0335,0,0.36402,0.59013,-0.000248,0,0.59042,0,0.59012,1.086,1.093,0.01
1.176,1.1998e+07,0.97894,-3.5593e-05,0.0016371,0,1.0096,-0.14891,0,1.2626,0,1.0133,0.30557,-1.4935,0,2.841,0,0.34298,0.58796,-0.00022435,0,0.58824,0,0.58796,1.087,1.093,0.01
1.1722,1.2e+07,0.98087,1.0784e-05,0.0016555,0,1.0058,-0.13566,0,1.2471,0,1.0133,0.24819,-1.3606,0,2.6668,0,0.32352,0.58604,-0.00020311,0,0.5863,0,0.58604,1.088,1.093,0.01
1.1688,1.2001e+07,0.98257,7.3905e-05,0.0016507,0,1.0023,-0.12365,0,1.2332,0,1.0132,0.19629,-1.2401,0,2.5106,0,0.30565,0.58434,-0.00018434,0,0.58458,0,0.58434,1.089,1.093,0.01
1.1658,1.2002e+07,0.98407,0.00014795,0.0016142,0,0.99904,-0.11284,0,1.2209,0,1.0131,0.14906,-1.1317,0,2.3718,0,0.28936,0.58284,-0.00016805,0,0.58307,0,0.58285,1.09,1.093,0.01
1.1631,1.2003e+07,0.98538,0.00022563,0.0015356,0,0.99603,-0.10314,0,1.21,0,1.0129,0.10586,-1.0344,0,2.2501,0,0.27465,0.58153,-0.00015421,0,0.58175,0,0.58154,1.091,1.093,0.01
1.1609,1.2003e+07,0.98652,0.00029812,0.001404,0,0.99321,-0.094483,0,1.2007,0,1.0127,0.066229,-0.94762,0,2.1449,0,0.26151,0.58039,-0.00014268,0,0.58061,0,0.58041,1.092,1.093,0.01
1.1589,1.2003e+07,0.98749,0.00035543,0.0012103,0,0.99056,-0.08677,0,1.1927,0,1.0125,0.029977,-0.8703,0,2.0554,0,0.24995,0.57942,-0.00013307,0,0.57963,0,0.57943,1.093,1.093,0.01
1.1573,1.2003e+07,0.98832,0.00038722,0.00095162,0,0.98812,-0.079907,0,1.186,0,1.0123,-0.0027763,-0.80151,0,1.9805,0,0.23996,0.57859,-0.00012469,0,0.57881,0,0.57861,1.094,1.093,0.01
1.1559,1.2002e+07,0.989,0.00038444,0.0006366,0,0.98594,-0.073809,0,1.1806,0,1.0122,-0.031584,-0.74036,0,1.919,0,0.23153,0.57789,-0.00011645,0,0.57812,0,0.57793,1.095,1.093,0.01
1.1548,1.2001e+07,0.98956,0.00034198,0.00029232,0,0.98409,-0.068425,0,1.1762,0,1.0121,-0.055738,-0.68634,0,1.8696,0,0.22467,0.57733,-0.00010689,0,0.57757,0,0.57737,1.096,1.093,0.01
1.1539,1.2e+07,0.98999,0.00026151,-2.9703e-05,0,0.98266,-0.063779,0,1.1727,0,1.012,-0.074425,-0.63963,0,1.8308,0,0.21937,0.5769,-9.4368e-05,0,0.57714,0,0.57695,1.097,1.093,0.01
1.1533,1.1999e+07,0.99029,0.00015518,-0.0002512,0,0.98171,-0.060009,0,1.1701,0,1.0119,-0.087,-0.6016,0,1.802,0,0.21562,0.57659,-7.7601e-05,0,0.57683,0,0.57664,1.098,1.093,0.01
1.1529,1.1999e+07,0.99048,5.5177e-05,-0.00027358,0,0.98124,-0.057409,0,1.1685,0,1.0118,-0.093531,-0.57519,0,1.7832,0,0.2134,0.57641,-5.7039e-05,0,0.57664,0,0.57646,1.099,1.093,0.01
1.1528,1.2e+07,0.99054,0,0,0,0.98111,-0.05645,0,1.1679,0,1.0118,-0.095362,-0.56538,0,1.7765,0,0.21266,0.57635,-4.604e-05,0,0.57658,0,0.57639,1.1,1.093,0.01
2.7699,1.3175e+07,0.182,5.1965,0.095385,0,2.0715,-0.3244,0,0.12842,0,0.16876,21.246,-5.1967,0,-0.66897,0,-0.10618,1.5026,-0.097651,0,1.3783,0,1.3863,1.001,1.094,0.01
2.7682,1.3122e+07,0.18287,5.2127,0.089054,0,2.0717,-0.32797,0,0.13017,0,0.16957,21.179,-5.2218,0,-0.64523,0,-0.10796,1.4987,-0.097125,0,1.3782,0,1.3853,1.002,1.094,0.01
2.7662,1.3068e+07,0.18385,5.2265,0.081463,0,2.0718,-0.33197,0,0.13212,0,0.17042,21.1,-5.2495,0,-0.61856,0,-0.11073,1.4942,-0.096509,0,1.378,0,1.3843,1.003,1.094,0.01
2.764,1.3012e+07,0.18494,5.2374,0.072488,0,2.0712,-0.33733,0,0.13476,0,0.17147,21.006,-5.2898,0,-0.58333,0,-0.11259,1.4893,-0.095843,0,1.3779,0,1.3831,1.004,1.094,0.01
2.7616,1.2956e+07,0.18612,5.2451,0.061997,0,2.0704,-0.34268,0,0.13738,0,0.17245,20.901,-5.3288,0,-0.54706,0,-0.11656,1.4838,-0.095116,0,1.3778,0,1.3818,1.005,1.094,0.01
2.759,1.2898e+07,0.18744,5.2492,0.049848,0,2.0683,-0.35036,0,0.14123,0,0.17375,20.771,-5.3887,0,-0.49689,0,-0.11858,1.4777,-0.094272,0,1.3778,0,1.3804,1.006,1.094,0.01
2.7562,1.284e+07,0.18885,5.2492,0.035899,0,2.0661,-0.35777,0,0.14493,0,0.17495,20.633,-5.4457,0,-0.4459,0,-0.12286,1.4712,-0.09342,0,1.3778,0,1.3789,1.007,1.094,0.01
2.7531,1.278e+07,0.19039,5.2447,0.02001,0,2.0623,-0.36692,0,0.14964,0,0.1763,20.468,-5.5173,0,-0.38353,0,-0.12722,1.4641,-0.092425,0,1.3778,0,1.3772,1.008,1.094,0.01
2.7498,1.2719e+07,0.19203,5.2352,0.0020468,0,2.0574,-0.37725,0,0.15504,0,0.17776,20.283,-5.5995,0,-0.31161,0,-0.13147,1.4564,-0.091371,0,1.3778,0,1.3755,1.009,1.094,0.01
2.7463,1.2658e+07,0.19378,5.2203,-0.018119,0,2.0518,-0.38726,0,0.16045,0,0.17908,20.081,-5.6764,0,-0.23795,0,-0.13885,1.4482,-0.090212,0,1.3779,0,1.3736,1.01,1.094,0.01
2.7426,1.2595e+07,0.19564,5.1993,-0.040607,0,2.0438,-0.40011,0,0.16757,0,0.18071,19.842,-5.7784,0,-0.14505,0,-0.14438,1.4394,-0.088886,0,1.3781,0,1.3715,1.011,1.094,0.01
2.7387,1.2532e+07,0.19758,5.1718,-0.065526,0,2.0345,-0.41308,0,0.17505,0,0.18225,19.585,-5.8806,0,-0.045726,0,-0.15186,1.4302,-0.087508,0,1.3783,0,1.3694,1.012,1.094,0.01
2.7347,1.2469e+07,0.1996,5.1373,-0.092953,0,2.0225,-0.42811,0,0.18403,0,0.18392,19.293,-6.0011,0,0.071154,0,-0.15878,1.4206,-0.086019,0,1.3787,0,1.3672,1.013,1.094,0.01
2.7306,1.2407e+07,0.20166,5.0951,-0.12292,0,2.008,-0.44441,0,0.19423,0,0.1856,18.973,-6.133,0,0.2032,0,-0.1662,1.4109,-0.084464,0,1.3792,0,1.365,1.014,1.094,0.01
2.7264,1.2346e+07,0.20375,5.0449,-0.15541,0,1.9905,-0.46204,0,0.2058,0,0.18729,18.621,-6.2764,0,0.35178,0,-0.17388,1.4009,-0.082821,0,1.3798,0,1.3627,1.015,1.094,0.01
2.7223,1.2285e+07,0.20582,4.9861,-0.19032,0,1.9697,-0.48096,0,0.21895,0,0.18894,18.236,-6.4313,0,0.5193,0,-0.18181,1.391,-0.081106,0,1.3805,0,1.3605,1.016,1.094,0.01
2.7182,1.2224e+07,0.20785,4.9183,-0.22746,0,1.9454,-0.501,0,0.23369,0,0.19054,17.818,-6.596,0,0.70582,0,-0.18977,1.3813,-0.079323,0,1.3815,0,1.3583,1.017,1.094,0.01
2.7143,1.2166e+07,0.20978,4.8411,-0.26652,0,1.9172,-0.52207,0,0.25033,0,0.19201,17.366,-6.7702,0,0.91479,0,-0.19777,1.3718,-0.077497,0,1.3826,0,1.3562,1.018,1.094,0.01
2.7107,1.211e+07,0.21157,4.7544,-0.30705,0,1.885,-0.54379,0,0.26868,0,0.19338,16.882,-6.9498,0,1.1438,0,-0.20546,1.3628,-0.07562,0,1.384,0,1.3542,1.019,1.094,0.01
2.7068,1.2036e+07,0.21353,4.6346,-0.35789,0,1.8392,-0.57127,0,0.29435,0,0.19473,16.241,-7.1777,0,1.4604,0,-0.21507,1.3527,-0.073273,0,1.386,0,1.3521,1.02,1.094,0.01
2.7029,1.1944e+07,0.21549,4.4433,-0.42808,0,1.7657,-0.60897,0,0.33413,0,0.19621,15.286,-7.4916,0,1.9531,0,-0.22438,1.3407,-0.070119,0,1.3898,0,1.3499,1.0219,1.094,0.01
2.7007,1.1858e+07,0.21659,4.1933,-0.50514,0,1.6675,-0.65041,0,0.38734,0,0.1967,14.12,-7.8476,0,2.6089,0,-0.23087,1.331,-0.067201,0,1.3954,0,1.3488,1.0239,1.094,0.01
2.702,1.1785e+07,0.21596,3.91,-0.5767,0,1.5563,-0.68838,0,0.44762,0,0.19588,12.9,-8.1888,0,3.3446,0,-0.23518,1.3258,-0.065275,0,1.4024,0,1.3493,1.0258,1.094,0.01
2.7071,1.1732e+07,0.21339,3.5968,-0.63919,0,1.4336,-0.72116,0,0.51659,0,0.19328,11.636,-8.5018,0,4.1962,0,-0.23348,1.3253,-0.064539,0,1.4118,0,1.3519,1.0277,1.094,0.01
2.7162,1.17e+07,0.20886,3.2589,-0.6886,0,1.3072,-0.74637,0,0.58957,0,0.18909,10.388,-8.7526,0,5.1204,0,-0.22353,1.3284,-0.064476,0,1.4238,0,1.3568,1.0297,1.094,0.01
2.7303,1.1692e+07,0.20179,2.9031,-0.7209,0,1.1788,-0.76382,0,0.66836,0,0.18335,9.175,-8.9453,0,6.1362,0,-0.20509,1.3355,-0.065387,0,1.4387,0,1.3641,1.0316,1.094,0.01
2.748,1.1705e+07,0.19294,2.5379,-0.73282,0,1.0559,-0.77337,0,0.74862,0,0.17619,8.0612,-9.0647,0,7.1803,0,-0.1804,1.3456,-0.066586,0,1.4552,0,1.3734,1.0335,1.094,0.01
2.7666,1.1739e+07,0.18362,2.1728,-0.7223,0,0.94535,-0.77413,0,0.82593,0,0.16869,7.078,-9.0815,0,8.1793,0,-0.15586,1.3564,-0.067038,0,1.4712,0,1.383,1.0355,1.094,0.01
2.7823,1.1786e+07,0.17579,1.818,-0.68888,0,0.85518,-0.77057,0,0.89679,0,0.16249,6.2868,-9.0204,0,9.0451,0,-0.13539,1.3658,-0.065768,0,1.4829,0,1.391,1.0374,1.094,0.01
2.7887,1.183e+07,0.17258,1.4829,-0.63391,0,0.80402,-0.77191,0,0.95323,0,0.16075,5.8351,-8.9488,0,9.6131,0,-0.12048,1.3704,-0.061512,0,1.4847,0,1.3943,1.0394,1.094,0.01
2.7818,1.1871e+07,0.17605,1.1762,-0.56071,0,0.77979,-0.7896,0,1.0252,0,0.16436,5.6021,-9.0127,0,10.201,0,-0.11885,1.3692,-0.055867,0,1.4764,0,1.3908,1.0413,1.094,0.01
2.7553,1.1899e+07,0.18931,0.90428,-0.47439,0,0.79351,-0.83749,0,1.1304,0,0.17656,5.6715,-9.3614,0,10.968,0,-0.12877,1.3591,-0.049354,0,1.4555,0,1.3776,1.0432,1.094,0.01
2.6996,1.19e+07,0.21714,0.67123,-0.38134,0,0.86458,-0.93012,0,1.281,0,0.20364,6.1833,-10.142,0,11.987,0,-0.13634,1.3353,-0.042082,0,1.4173,0,1.3497,1.0452,1.094,0.01
2.6106,1.1879e+07,0.26164,0.47851,-0.28885,0,0.98084,-1.0612,0,1.485,0,0.25052,6.9833,-11.305,0,13.35,0,-0.11129,1.2949,-0.034703,0,1.3612,0,1.3053,1.0471,1.094,0.01
2.492,1.1846e+07,0.32095,0.32554,-0.20431,0,1.1143,-1.1992,0,1.7159,0,0.3188,7.7932,-12.536,0,14.823,0,-0.020358,1.239,-0.027274,0,1.2897,0,1.2461,1.049,1.094,0.01
2.3523,1.1818e+07,0.3908,0.20997,-0.13361,0,1.2322,-1.305,0,1.9329,0,0.4047,8.3213,-13.452,0,16.059,0,0.13924,1.1716,-0.020134,0,1.2081,0,1.1762,1.051,1.094,0.01
2.2029,1.1801e+07,0.4655,0.12771,-0.079865,0,1.3124,-1.3526,0,2.1009,0,0.4994,8.4074,-13.804,0,16.786,0,0.33581,1.0984,-0.013949,0,1.1231,0,1.1013,1.0529,1.094,0.01
2.0546,1.1797e+07,0.53965,0.073148,-0.042981,0,1.3534,-1.3369,0,2.2005,0,0.5948,8.097,-13.552,0,16.879,0,0.54387,1.0253,-0.009199,0,1.0409,0,1.0269,1.0548,1.094,0.01
1.9156,1.1801e+07,0.60914,0.03971,-0.020316,0,1.3653,-1.272,0,2.2304,0,0.68223,7.5356,-12.839,0,16.371,0,0.71953,0.95652,-0.005958,0,0.96577,0,0.95724,1.0568,1.094,0.01
1.7909,1.1811e+07,0.6715,0.020895,-0.0080201,0,1.3573,-1.1761,0,2.2049,0,0.75731,6.8424,-11.839,0,15.423,0,0.84494,0.89467,-0.0039539,0,0.89997,0,0.89479,1.0587,1.094,0.01
1.6824,1.1825e+07,0.72573,0.01117,-0.0022969,0,1.3373,-1.0647,0,2.1429,0,0.82053,6.1066,-10.702,0,14.224,0,0.93486,0.84078,-0.002779,0,0.84384,0,0.84056,1.0606,1.094,0.01
1.59,1.184e+07,0.77194,0.0064688,-0.00016146,0,1.3101,-0.95126,0,2.0611,0,0.87105,5.3765,-9.5537,0,12.924,0,0.97937,0.79477,-0.0020917,0,0.79667,0,0.79443,1.0626,1.094,0.01
1.5122,1.1856e+07,0.81082,0.0041952,0.00034819,0,1.2786,-0.84278,0,1.9714,0,0.91019,4.6748,-8.4605,0,11.629,0,0.98382,0.75599,-0.0016652,0,0.75732,0,0.75563,1.0645,1.094,0.01
1.4472,1.1871e+07,0.84334,0.0029112,0.00032325,0,1.2449,-0.74213,0,1.8811,0,0.93995,4.0135,-7.4482,0,10.396,0,0.95804,0.72351,-0.0013727,0,0.72456,0,0.7232,1.0665,1.094,0.01
1.393,1.1886e+07,0.87046,0.0019571,0.00025854,0,1.2108,-0.65005,0,1.7937,0,0.96225,3.4017,-6.5231,0,9.2485,0,0.91139,0.6964,-0.0011511,0,0.6973,0,0.69616,1.0684,1.094,0.01
1.3478,1.1901e+07,0.89305,0.0011112,0.00030765,0,1.1779,-0.56644,0,1.7109,0,0.97874,2.8468,-5.6835,0,8.1926,0,0.85166,0.67382,-0.00097172,0,0.67461,0,0.67364,1.0703,1.094,0.01
1.3102,1.1915e+07,0.91184,0.00035006,0.00046696,0,1.1474,-0.49097,0,1.6335,0,0.99074,2.3536,-4.9258,0,7.2287,0,0.78483,0.65503,-0.00082132,0,0.65573,0,0.6549,1.0723,1.094,0.01
1.279,1.1929e+07,0.92744,-0.00029009,0.00068384,0,1.1199,-0.42326,0,1.5618,0,0.99931,1.9232,-4.2462,0,6.3546,0,0.71531,0.63944,-0.00069349,0,0.64005,0,0.63934,1.0742,1.094,0.01
1.2531,1.1941e+07,0.94037,-0.00077619,0.00090774,0,1.0959,-0.3629,0,1.4963,0,1.0053,1.5538,-3.6404,0,5.5679,0,0.64624,0.62652,-0.00058434,0,0.62705,0,0.62644,1.0761,1.094,0.01
1.2318,1.1953e+07,0.95105,-0.001096,0.0011064,0,1.0753,-0.30947,0,1.4368,0,1.0092,1.2413,-3.1043,0,4.8657,0,0.57981,0.61585,-0.00049103,0,0.6163,0,0.61579,1.0781,1.094,0.01
1.2161,1.1962e+07,0.95891,-0.0012468,0.0012493,0,1.0598,-0.26771,0,1.3896,0,1.0115,1.0081,-2.6853,0,4.3133,0,0.5246,0.608,-0.0004199,0,0.60839,0,0.60795,1.08,1.094,0.01
1.2064,1.1968e+07,0.96375,-0.0012832,0.0013315,0,1.0502,-0.24068,0,1.3585,0,1.0126,0.86344,-2.4141,0,3.954,0,0.48723,0.60317,-0.00037463,0,0.60352,0,0.60312,1.081,1.094,0.01
1.1994,1.1972e+07,0.96726,-0.001275,0.0013874,0,1.0431,-0.22038,0,1.3351,0,1.0132,0.758,-2.2105,0,3.6837,0,0.4584,0.59966,-0.00034096,0,0.59998,0,0.59962,1.082,1.094,0.01
1.193,1.1976e+07,0.97042,-0.0012356,0.0014347,0,1.0368,-0.20158,0,1.3132,0,1.0136,0.66285,-2.0219,0,3.4329,0,0.43107,0.5965,-0.00030993,0,0.5968,0,0.59646,1.083,1.094,0.01
1.1874,1.198e+07,0.97326,-0.0011685,0.0014744,0,1.031,-0.18421,0,1.2929,0,1.0139,0.57708,-1.8476,0,3.201,0,0.4053,0.59366,-0.00028136,0,0.59394,0,0.59363,1.084,1.094,0.01
1.1823,1.1983e+07,0.97581,-0.0010769,0.001507,0,1.0258,-0.16822,0,1.2741,0,1.014,0.4998,-1.6871,0,2.9877,0,0.38112,0.59112,-0.00025515,0,0.59137,0,0.59109,1.085,1.094,0.01
1.1777,1.1986e+07,0.97809,-0.00096366,0.0015318,0,1.0211,-0.15355,0,1.2569,0,1.014,0.43013,-1.54,0,2.7924,0,0.35854,0.58884,-0.00023122,0,0.58908,0,0.58882,1.086,1.094,0.01
1.1737,1.1989e+07,0.98012,-0.00083171,0.001547,0,1.0169,-0.14015,0,1.2412,0,1.0139,0.36717,-1.4056,0,2.6148,0,0.33757,0.58681,-0.00020951,0,0.58703,0,0.58679,1.087,1.094,0.01
1.17,1.1991e+07,0.98192,-0.00068443,0.0015494,0,1.0129,-0.12798,0,1.227,0,1.0138,0.31003,-1.2835,0,2.4544,0,0.31821,0.58501,-0.00019002,0,0.58521,0,0.58499,1.088,1.094,0.01
1.1669,1.1992e+07,0.98352,-0.00052614,0.0015337,0,1.0093,-0.11698,0,1.2143,0,1.0136,0.25789,-1.1731,0,2.311,0,0.30045,0.58341,-0.00017275,0,0.5836,0,0.5834,1.089,1.094,0.01
1.164,1.1994e+07,0.98493,-0.00036243,0.0014927,0,1.0059,-0.10708,0,1.203,0,1.0134,0.20998,-1.0738,0,2.1843,0,0.28429,0.58201,-0.00015773,0,0.58219,0,0.58199,1.09,1.094,0.01
1.1616,1.1994e+07,0.98615,-0.00020057,0.0014178,0,1.0027,-0.098216,0,1.1932,0,1.0132,0.16567,-0.98499,0,2.0738,0,0.26971,0.58078,-0.0001449,0,0.58095,0,0.58077,1.091,1.094,0.01
1.1594,1.1994e+07,0.98722,-4.9535e-05,0.0012995,0,0.99971,-0.090319,0,1.1848,0,1.0129,0.12454,-0.90581,0,1.979,0,0.2567,0.57971,-0.00013416,0,0.57988,0,0.5797,1.092,1.094,0.01
1.1576,1.1994e+07,0.98814,8.0302e-05,0.0011295,0,0.99682,-0.083301,0,1.1778,0,1.0127,0.086443,-0.83545,0,1.8992,0,0.24526,0.57879,-0.00012519,0,0.57896,0,0.57879,1.093,1.094,0.01
1.1561,1.1994e+07,0.98891,0.00017803,0.00090452,0,0.99412,-0.077076,0,1.1719,0,1.0125,0.051557,-0.77305,0,1.8332,0,0.23537,0.57801,-0.00011742,0,0.57819,0,0.57802,1.094,1.094,0.01
1.1548,1.1993e+07,0.98955,0.00023385,0.00063073,0,0.99166,-0.071569,0,1.1672,0,1.0123,0.020409,-0.71783,0,1.7799,0,0.22704,0.57736,-0.00010995,0,0.57755,0,0.57738,1.095,1.094,0.01
1.1537,1.1992e+07,0.99007,0.00024186,0.00032979,0,0.98953,-0.066734,0,1.1635,0,1.0121,-0.0061806,-0.66933,0,1.7377,0,0.22025,0.57683,-0.00010155,0,0.57703,0,0.57686,1.096,1.094,0.01
1.1529,1.1991e+07,0.99047,0.00020281,4.4136e-05,0,0.98784,-0.06259,0,1.1607,0,1.012,-0.027239,-0.62767,0,1.7052,0,0.215,0.57643,-9.0833e-05,0,0.57664,0,0.57646,1.097,1.094,0.01
