"n_B","p","n_A","U:0","U:1","U:2","A:0","A:1","A:2","A:3","A:4","A:5","tau:0","tau:1","tau:2","tau:3","tau:4","tau:5","B:0","B:1","B:2","B:3","B:4","B:5","Points:0","Points:1","Points:2"
1.2326,1.2944e+07,0.95067,2.5315,-5.4161,0,0.61124,-0.0064803,0,1.7902,0,0.97856,-3.4378,0.0073128,0,8.4641,0,0.28317,0.61409,0.0036058,0,0.61975,0,0.61649,1.0297,1.013,0.01
1.2328,1.2876e+07,0.95055,2.5133,-5.4861,0,0.5779,0.0081102,0,1.8302,0,0.97225,-3.7642,0.1463,0,8.8585,0,0.2208,0.6145,0.0032606,0,0.61952,0,0.61658,1.0316,1.013,0.01
1.2352,1.2808e+07,0.94936,2.4987,-5.5591,0,0.55098,0.016914,0,1.8721,0,0.96653,-4.0175,0.22756,0,9.2837,0,0.17454,0.61588,0.0029221,0,0.62042,0,0.61772,1.0335,1.013,0.01
1.2403,1.2743e+07,0.94682,2.4868,-5.6358,0,0.52723,0.01924,0,1.9174,0,0.96096,-4.2269,0.24369,0,9.7568,0,0.1429,0.61856,0.0025654,0,0.62271,0,0.6202,1.0355,1.013,0.01
1.2474,1.2679e+07,0.94326,2.4772,-5.7168,0,0.50486,0.016849,0,1.9669,0,0.95496,-4.4121,0.21277,0,10.283,0,0.11782,0.62227,0.0022147,0,0.62607,0,0.62373,1.0374,1.013,0.01
1.2561,1.2616e+07,0.93891,2.4695,-5.8026,0,0.48358,0.011208,0,2.0223,0,0.94924,-4.579,0.14951,0,10.877,0,0.10318,0.62673,0.0018722,0,0.63023,0,0.62803,1.0394,1.013,0.01
1.2666,1.2556e+07,0.93362,2.4637,-5.8935,0,0.46292,0.00309,0,2.0847,0,0.94251,-4.7306,0.061453,0,11.55,0,0.087577,0.63213,0.0015279,0,0.63532,0,0.63326,1.0413,1.013,0.01
1.2794,1.2498e+07,0.92726,2.4598,-5.9901,0,0.44287,-0.0073356,0,2.1539,0,0.93538,-4.8654,-0.049803,0,12.301,0,0.078632,0.63859,0.0011775,0,0.64147,0,0.63956,1.0432,1.013,0.01
1.2947,1.2442e+07,0.91958,2.4578,-6.0927,0,0.42329,-0.020393,0,2.233,0,0.9285,-4.9823,-0.18753,0,13.165,0,0.085354,0.64638,0.00081955,0,0.64894,0,0.64717,1.0452,1.013,0.01
1.3135,1.2388e+07,0.91022,2.4578,-6.2014,0,0.40348,-0.036305,0,2.3258,0,0.91939,-5.085,-0.35388,0,14.183,0,0.086353,0.65583,0.00045745,0,0.65811,0,0.65646,1.0471,1.013,0.01
1.3365,1.2336e+07,0.8987,2.4593,-6.316,0,0.38328,-0.054691,0,2.4294,0,0.90812,-5.1708,-0.54483,0,15.331,0,0.087323,0.6674,0.00010202,0,0.66949,0,0.6679,1.049,1.013,0.01
1.3655,1.2285e+07,0.88421,2.462,-6.4357,0,0.36329,-0.076637,0,2.5531,0,0.89857,-5.2263,-0.77092,0,16.713,0,0.13543,0.68186,-0.00023033,0,0.68398,0,0.68233,1.051,1.013,0.01
1.4025,1.2236e+07,0.86569,2.4648,-6.5588,0,0.34208,-0.1045,0,2.7092,0,0.88353,-5.256,-1.0552,0,18.465,0,0.1693,0.70024,-0.00051502,0,0.7028,0,0.7008,1.0529,1.013,0.01
1.45,1.2189e+07,0.84197,2.4663,-6.6824,0,0.31909,-0.13634,0,2.8908,0,0.8589,-5.2553,-1.3774,0,20.535,0,0.1599,0.72363,-0.00070853,0,0.72736,0,0.72451,1.0548,1.013,0.01
1.5111,1.2147e+07,0.8114,2.4645,-6.8019,0,0.29634,-0.16984,0,3.093,0,0.83439,-5.1895,-1.7133,0,22.897,0,0.22146,0.75358,-0.00075115,0,0.7597,0,0.75512,1.0568,1.013,0.01
1.5908,1.2112e+07,0.77153,2.4568,-6.9106,0,0.27639,-0.21327,0,3.3474,0,0.81498,-5.0108,-2.1446,0,25.91,0,0.4298,0.79242,-0.00060091,0,0.8031,0,0.79518,1.0587,1.013,0.01
1.6948,1.208e+07,0.71953,2.4399,-6.9994,0,0.25499,-0.27252,0,3.6583,0,0.76945,-4.7363,-2.7297,0,29.674,0,0.50113,0.84285,-0.00023382,0,0.86183,0,0.84751,1.0606,1.013,0.01
1.8271,1.2046e+07,0.65338,2.4099,-7.0566,0,0.22737,-0.33637,0,3.9454,0,0.67314,-4.397,-3.3555,0,33.436,0,0.20533,0.9067,0.000396,0,0.93948,0,0.91395,1.0626,1.013,0.01
1.9882,1.2022e+07,0.57284,2.3626,-7.0677,0,0.20086,-0.38504,0,4.0967,0,0.56273,-3.9196,-3.8196,0,36.099,0,-0.086738,0.9841,0.0015229,0,1.0373,0,0.99482,1.0645,1.013,0.01
2.1708,1.2023e+07,0.48156,2.2937,-7.0173,0,0.18522,-0.4113,0,4.1163,0,0.48976,-3.2388,-4.0462,0,37.695,0,0.11511,1.0716,0.0033275,0,1.1529,0,1.087,1.0665,1.013,0.01
2.3558,1.2038e+07,0.38903,2.1999,-6.8903,0,0.17338,-0.41796,0,3.9874,0,0.42964,-2.5197,-4.0621,0,37.946,0,0.46423,1.1597,0.0058585,0,1.2762,0,1.1808,1.0684,1.013,0.01
2.5185,1.2026e+07,0.30769,2.0786,-6.6732,0,0.15564,-0.39712,0,3.6068,0,0.34406,-1.9842,-3.7669,0,35.454,0,0.4266,1.2361,0.0102,0,1.3825,0,1.2624,1.0703,1.013,0.01
2.643,1.2001e+07,0.24543,1.9286,-6.3561,0,0.13691,-0.34965,0,3.0763,0,0.26327,-1.6532,-3.1554,0,30.989,0,0.22514,1.2931,0.017044,0,1.4556,0,1.3239,1.0723,1.013,0.01
2.7282,1.1981e+07,0.20283,1.7512,-5.9356,0,0.12121,-0.29309,0,2.5862,0,0.20836,-1.4815,-2.4217,0,26.545,0,0.083948,1.3308,0.025449,0,1.4998,0,1.3655,1.0742,1.013,0.01
2.7811,1.1969e+07,0.1764,1.5505,-5.415,0,0.10867,-0.24064,0,2.2182,0,0.17584,-1.4239,-1.723,0,23.083,0,0.0092397,1.3532,0.034164,0,1.5238,0,1.3913,1.0761,1.013,0.01
2.81,1.1919e+07,0.16196,1.3318,-4.8022,0,0.098996,-0.19762,0,1.9897,0,0.15846,-1.4336,-1.1323,0,20.91,0,-0.027907,1.3648,0.042195,0,1.5367,0,1.4053,1.0781,1.013,0.01
2.8204,1.1944e+07,0.15672,1.1302,-4.1951,0,0.093215,-0.16851,0,1.891,0,0.15178,-1.4665,-0.71854,0,19.972,0,-0.045557,1.3686,0.048326,0,1.5418,0,1.4104,1.08,1.013,0.01
2.8205,1.2001e+07,0.1567,0.98321,-3.7235,0,0.091178,-0.1549,0,1.8719,0,0.15091,-1.4899,-0.51608,0,19.775,0,-0.054736,1.3685,0.051642,0,1.5415,0,1.4104,1.081,1.013,0.01
2.816,1.1975e+07,0.15893,0.8644,-3.3271,0,0.090685,-0.1484,0,1.8837,0,0.15193,-1.5079,-0.42248,0,19.855,0,-0.066905,1.3667,0.053073,0,1.5385,0,1.4082,1.082,1.013,0.01
2.8066,1.1961e+07,0.16364,0.74759,-2.9267,0,0.090678,-0.14202,0,1.9265,0,0.15479,-1.5358,-0.35333,0,20.224,0,-0.085343,1.363,0.053341,0,1.5332,0,1.4035,1.083,1.013,0.01
2.7919,1.1952e+07,0.17102,0.63445,-2.5301,0,0.091348,-0.13523,0,2.0099,0,0.16019,-1.571,-0.30561,0,20.987,0,-0.10324,1.3572,0.052332,0,1.5259,0,1.3962,1.084,1.013,0.01
2.7709,1.1941e+07,0.18148,0.52679,-2.1453,0,0.093126,-0.12781,0,2.1319,0,0.16873,-1.6131,-0.27519,0,22.097,0,-0.11936,1.349,0.050144,0,1.5152,0,1.3859,1.085,1.013,0.01
2.742,1.1933e+07,0.19596,0.42636,-1.78,0,0.096586,-0.11773,0,2.2894,0,0.18148,-1.666,-0.23839,0,23.492,0,-0.13257,1.3374,0.046945,0,1.4989,0,1.3716,1.086,1.013,0.01
2.703,1.1928e+07,0.21546,0.33485,-1.4416,0,0.10267,-0.10159,0,2.4807,0,0.20015,-1.7312,-0.15683,0,25.127,0,-0.13601,1.3213,0.042952,0,1.4753,0,1.3523,1.087,1.013,0.01
2.652,1.1928e+07,0.24096,0.25374,-1.1367,0,0.11297,-0.075399,0,2.6987,0,0.22668,-1.8043,0.014156,0,26.906,0,-0.12021,1.2998,0.038407,0,1.4425,0,1.3271,1.088,1.013,0.01
2.5876,1.1935e+07,0.27315,0.18413,-0.87018,0,0.12991,-0.035453,0,2.929,0,0.26304,-1.8709,0.31603,0,28.662,0,-0.073751,1.2719,0.033529,0,1.399,0,1.2952,1.089,1.013,0.01
2.5096,1.195e+07,0.31215,0.12665,-0.64534,0,0.1567,0.020293,0,3.1491,0,0.31065,-1.9046,0.7723,0,30.168,0,0.014669,1.2373,0.028471,0,1.3448,0,1.2563,1.09,1.013,0.01
2.4195,1.1977e+07,0.35719,0.081295,-0.46298,0,0.19672,0.090669,0,3.3321,0,0.36968,-1.87,1.3735,0,31.185,0,0.15271,1.1965,0.023343,0,1.2816,0,1.2111,1.091,1.013,0.01
2.321,1.2013e+07,0.40643,0.047429,-0.32145,0,0.25217,0.17051,0,3.454,0,0.43839,-1.733,2.0708,0,31.532,0,0.34029,1.151,0.018294,0,1.2134,0,1.1616,1.092,1.013,0.01
2.2196,1.2057e+07,0.45716,0.02381,-0.21676,0,0.32253,0.25162,0,3.5026,0,0.51294,-1.4766,2.7876,0,31.164,0,0.56737,1.1033,0.013578,0,1.1454,0,1.1103,1.093,1.013,0.01
2.1214,1.2106e+07,0.50624,0.0087671,-0.14314,0,0.40286,0.32495,0,3.4827,0,0.58728,-1.1206,3.4394,0,30.198,0,0.80707,1.0564,0.0095065,0,1.0825,0,1.0605,1.094,1.013,0.01
2.0325,1.2154e+07,0.5507,0.0004148,-0.093828,0,0.48631,0.38492,0,3.4139,0,0.65628,-0.70209,3.9755,0,28.87,0,1.0409,1.0133,0.0063331,0,1.0283,0,1.0155,1.095,1.013,0.01
1.9573,1.2198e+07,0.5883,-0.0031323,-0.061928,0,0.56477,0.43003,0,3.3228,0,0.71589,-0.27594,4.3828,0,27.464,0,1.2528,0.97661,0.0041402,0,0.9847,0,0.9775,1.096,1.013,0.01
1.8986,1.2236e+07,0.61765,-0.0035858,-0.041142,0,0.62969,0.46121,0,3.2351,0,0.76244,0.089722,4.6685,0,26.23,0,1.4205,0.94776,0.0028356,0,0.95218,0,0.94793,1.097,1.013,0.01
1.8574,1.2269e+07,0.63824,-0.0024024,-0.02625,0,0.67598,0.48123,0,3.1684,0,0.79477,0.35166,4.8566,0,25.333,0,1.5372,0.92742,0.0022339,0,0.93035,0,0.92731,1.098,1.013,0.01
1.8335,1.2283e+07,0.65017,-0.00087001,-0.013359,0,0.70211,0.49248,0,3.1304,0,0.81316,0.49523,4.9669,0,24.834,0,1.6035,0.91557,0.0021234,0,0.91842,0,0.91546,1.099,1.013,0.01
1.8259,1.228e+07,0.65402,0,0,0,0.7102,0.49615,0,3.1189,0,0.81898,0.53765,5.0045,0,24.685,0,1.6246,0.91172,0.0021646,0,0.91483,0,0.91168,1.1,1.013,0.01
2.1714,1.4872e+07,0.48125,4.2964,-2.8579,0,2.79,-0.89731,0,0.63656,0,0.49458,22.855,-9.1568,0,1.7028,0,0.092961,1.0741,-0.0092138,0,1.0932,0,1.0837,1.001,1.014,0.01
2.0837,1.4773e+07,0.5251,4.2474,-3.0589,0,2.7025,-0.9291,0,0.71904,0,0.5373,21.361,-9.4356,0,2.1497,0,0.069232,1.0213,-0.0072669,0,1.0524,0,1.0392,1.002,1.014,0.01
1.9945,1.4683e+07,0.56968,4.1817,-3.2481,0,2.585,-0.93563,0,0.80996,0,0.59308,19.628,-9.4647,0,2.6597,0,0.17155,0.97104,-0.0054539,0,1.0101,0,0.99414,1.003,1.014,0.01
1.9069,1.4594e+07,0.61349,4.1018,-3.4252,0,2.4286,-0.92126,0,0.91398,0,0.65708,17.576,-9.2929,0,3.2968,0,0.36896,0.92477,-0.0040509,0,0.96806,0,0.95011,1.004,1.014,0.01
1.8237,1.4506e+07,0.65508,4.0111,-3.5904,0,2.2549,-0.88641,0,1.016,0,0.71667,15.427,-8.9267,0,3.9264,0,0.54979,0.88334,-0.0031621,0,0.92774,0,0.90856,1.005,1.014,0.01
1.7469,1.4417e+07,0.6935,3.9128,-3.7443,0,2.0732,-0.83671,0,1.1143,0,0.76979,13.259,-8.4177,0,4.5426,0,0.7027,0.8466,-0.0025585,0,0.8902,0,0.87044,1.006,1.014,0.01
1.6775,1.4329e+07,0.72819,3.8103,-3.888,0,1.8952,-0.77782,0,1.2058,0,0.8152,11.179,-7.8187,0,5.1209,0,0.81918,0.81425,-0.0020568,0,0.85603,0,0.83621,1.007,1.014,0.01
1.6159,1.4242e+07,0.759,3.7064,-4.0222,0,1.7283,-0.71433,0,1.2894,0,0.85342,9.2519,-7.1735,0,5.6537,0,0.90409,0.78592,-0.0015325,0,0.82543,0,0.80594,1.008,1.014,0.01
1.5618,1.4156e+07,0.78606,3.6038,-4.1475,0,1.5767,-0.64958,0,1.3646,0,0.88525,7.5119,-6.5139,0,6.1333,0,0.96271,0.76119,-0.00092827,0,0.79831,0,0.77943,1.009,1.014,0.01
1.5145,1.4072e+07,0.80967,3.5043,-4.2643,0,1.442,-0.58551,0,1.4308,0,0.9115,5.9708,-5.8595,0,6.5525,0,0.99911,0.73967,-0.00023973,0,0.77438,0,0.75632,1.01,1.014,0.01
1.4734,1.3991e+07,0.83023,3.4095,-4.3729,0,1.3246,-0.52366,0,1.4873,0,0.93295,4.6274,-5.2261,0,6.9016,0,1.0164,0.72094,0.00050774,0,0.75327,0,0.73618,1.011,1.014,0.01
1.4376,1.3913e+07,0.84814,3.3204,-4.4732,0,1.2234,-0.46509,0,1.5343,0,0.9502,3.4697,-4.6251,0,7.1773,0,1.0166,0.70465,0.001274,0,0.73464,0,0.71861,1.012,1.014,0.01
1.4064,1.3838e+07,0.86375,3.2376,-4.5653,0,1.1374,-0.4108,0,1.572,0,0.96378,2.4816,-4.0674,0,7.3805,0,1.0013,0.69046,0.0020165,0,0.71814,0,0.70324,1.013,1.014,0.01
1.3791,1.3765e+07,0.8774,3.1616,-4.6494,0,1.0645,-0.36129,0,1.6015,0,0.97416,1.6416,-3.5587,0,7.52,0,0.97205,0.67809,0.0026982,0,0.70352,0,0.68977,1.014,1.014,0.01
1.3552,1.3694e+07,0.88935,3.0922,-4.7258,0,1.0025,-0.31647,0,1.6245,0,0.98178,0.92529,-3.0986,0,7.61,0,0.93122,0.66729,0.0032914,0,0.69056,0,0.67795,1.015,1.014,0.01
1.3343,1.3626e+07,0.8998,3.0295,-4.795,0,0.94979,-0.27637,0,1.6419,0,0.9872,0.31459,-2.6879,0,7.6595,0,0.88224,0.65788,0.0037801,0,0.67908,0,0.66756,1.016,1.014,0.01
1.316,1.3561e+07,0.90894,2.9731,-4.8575,0,0.90433,-0.24031,0,1.6554,0,0.99086,-0.21254,-2.3198,0,7.683,0,0.82835,0.64968,0.0041564,0,0.66896,0,0.65846,1.017,1.014,0.01
1.3001,1.3498e+07,0.91689,2.9225,-4.9144,0,0.86475,-0.20808,0,1.6659,0,0.99321,-0.67101,-1.9923,0,7.69,0,0.77264,0.64257,0.0044186,0,0.66007,0,0.65053,1.018,1.014,0.01
1.2864,1.3432e+07,0.92376,2.8773,-4.9665,0,0.83003,-0.17982,0,1.6746,0,0.99461,-1.0716,-1.7067,0,7.6907,0,0.71799,0.63647,0.0045681,0,0.65233,0,0.64366,1.019,1.014,0.01
1.2725,1.3388e+07,0.93071,2.8284,-5.026,0,0.78815,-0.14556,0,1.6881,0,0.99466,-1.5434,-1.3634,0,7.7377,0,0.64903,0.63034,0.0046048,0,0.64445,0,0.63671,1.02,1.014,0.01
1.2574,1.3315e+07,0.93824,2.7718,-5.1031,0,0.73583,-0.10311,0,1.7082,0,0.99267,-2.1225,-0.94072,0,7.8418,0,0.55392,0.62377,0.0045174,0,0.63583,0,0.62919,1.0219,1.014,0.01
1.2449,1.3209e+07,0.94448,2.72,-5.1844,0,0.69475,-0.072093,0,1.7246,0,0.98993,-2.5786,-0.63443,0,7.9216,0,0.46324,0.61839,0.0043227,0,0.62852,0,0.6229,1.0239,1.014,0.01
1.2369,1.3119e+07,0.94849,2.6783,-5.2604,0,0.66767,-0.057498,0,1.7378,0,0.98711,-2.8768,-0.49366,0,7.9956,0,0.39341,0.61502,0.0040644,0,0.62361,0,0.61882,1.0258,1.014,0.01
1.2328,1.303e+07,0.95054,2.6444,-5.333,0,0.63852,-0.044923,0,1.7594,0,0.98303,-3.1784,-0.37386,0,8.1779,0,0.33122,0.61349,0.0037674,0,0.62089,0,0.61673,1.0277,1.014,0.01
1.2317,1.2956e+07,0.9511,2.6168,-5.4043,0,0.60349,-0.027718,0,1.7947,0,0.97716,-3.5267,-0.208,0,8.5145,0,0.26562,0.6133,0.0034583,0,0.6198,0,0.6161,1.0297,1.014,0.01
1.2325,1.2888e+07,0.95069,2.5944,-5.4766,0,0.57145,-0.012346,0,1.8366,0,0.971,-3.8368,-0.060495,0,8.93,0,0.20747,0.61402,0.0031483,0,0.61982,0,0.61647,1.0316,1.014,0.01
1.2357,1.2821e+07,0.9491,2.5763,-5.5514,0,0.54553,-0.004076,0,1.8797,0,0.96541,-4.0748,0.01566,0,9.3698,0,0.16672,0.61588,0.002821,0,0.62108,0,0.61803,1.0335,1.014,0.01
1.2415,1.2755e+07,0.9462,2.5615,-5.6296,0,0.52197,-0.0023471,0,1.9265,0,0.95976,-4.2777,0.026072,0,9.8608,0,0.13783,0.61896,0.0024772,0,0.62366,0,0.62086,1.0355,1.014,0.01
1.249,1.2691e+07,0.94243,2.5494,-5.7118,0,0.49971,-0.0051189,0,1.9776,0,0.95368,-4.459,-0.0085246,0,10.405,0,0.11391,0.62291,0.0021332,0,0.62719,0,0.62459,1.0374,1.014,0.01
1.2582,1.2629e+07,0.93783,2.5397,-5.7986,0,0.47859,-0.011009,0,2.0348,0,0.94786,-4.6215,-0.074264,0,11.018,0,0.10059,0.62764,0.0017909,0,0.63157,0,0.62913,1.0394,1.014,0.01
1.2693,1.2569e+07,0.93228,2.5321,-5.8906,0,0.45808,-0.019381,0,2.099,0,0.9409,-4.7686,-0.16492,0,11.712,0,0.085383,0.63332,0.0014443,0,0.63691,0,0.63462,1.0413,1.014,0.01
1.2827,1.2512e+07,0.92562,2.5266,-5.9882,0,0.43822,-0.030154,0,2.1702,0,0.93369,-4.8982,-0.2797,0,12.485,0,0.078665,0.6401,0.0010911,0,0.64337,0,0.64122,1.0432,1.014,0.01
1.2987,1.2456e+07,0.91757,2.5231,-6.0918,0,0.41882,-0.043709,0,2.2518,0,0.9266,-5.0097,-0.42244,0,13.378,0,0.086805,0.64825,0.00073115,0,0.65121,0,0.6492,1.0452,1.014,0.01
1.3183,1.2402e+07,0.90778,2.5216,-6.2014,0,0.39914,-0.060212,0,2.3472,0,0.91697,-5.1069,-0.59469,0,14.427,0,0.087032,0.65812,0.00036921,0,0.66084,0,0.65892,1.0471,1.014,0.01
1.3424,1.2349e+07,0.89573,2.5216,-6.3166,0,0.37919,-0.079272,0,2.4536,0,0.90554,-5.1852,-0.79233,0,15.61,0,0.091869,0.67021,1.7175e-05,0,0.67281,0,0.67091,1.049,1.014,0.01
1.3728,1.2299e+07,0.88056,2.5225,-6.4366,0,0.35949,-0.10231,0,2.5818,0,0.89572,-5.2315,-1.0292,0,17.045,0,0.14425,0.68533,-0.00030859,0,0.68807,0,0.68602,1.051,1.014,0.01
1.4115,1.225e+07,0.86121,2.5233,-6.5593,0,0.33851,-0.13154,0,2.7427,0,0.87927,-5.2514,-1.327,0,18.856,0,0.17266,0.7045,-0.00058359,0,0.70788,0,0.70534,1.0529,1.014,0.01
1.4609,1.2204e+07,0.83647,2.5224,-6.6817,0,0.31594,-0.16434,0,2.927,0,0.85367,-5.2375,-1.6586,0,20.968,0,0.16394,0.72884,-0.00076362,0,0.73368,0,0.73007,1.0548,1.014,0.01
1.5246,1.2163e+07,0.80466,2.5177,-6.7986,0,0.2941,-0.19915,0,3.1332,0,0.82979,-5.1519,-2.0072,0,23.39,0,0.24482,0.75995,-0.00079242,0,0.76761,0,0.76196,1.0568,1.014,0.01
1.6074,1.2128e+07,0.76325,2.5064,-6.9033,0,0.27516,-0.24536,0,3.3944,0,0.80923,-4.9496,-2.4663,0,26.499,0,0.45804,0.80024,-0.00064335,0,0.81315,0,0.80361,1.0587,1.014,0.01
1.715,1.2096e+07,0.70946,2.4852,-6.9861,0,0.25408,-0.30712,0,3.7054,0,0.75755,-4.6565,-3.0771,0,30.299,0,0.48617,0.85233,-0.00030736,0,0.87455,0,0.85775,1.0606,1.014,0.01
1.8509,1.2063e+07,0.64152,2.4501,-7.0352,0,0.22674,-0.37039,0,3.9763,0,0.6556,-4.2994,-3.6983,0,33.939,0,0.15139,0.91783,0.0002671,0,0.95509,0,0.92596,1.0626,1.014,0.01
2.0148,1.2041e+07,0.55952,2.397,-7.0361,0,0.20192,-0.41521,0,4.1036,0,0.54873,-3.7931,-4.125,0,36.401,0,-0.089414,0.99655,0.0013379,0,1.0555,0,1.0084,1.0645,1.014,0.01
2.1984,1.2045e+07,0.46776,2.3215,-6.9735,0,0.18778,-0.43666,0,4.1068,0,0.48158,-3.0946,-4.3052,0,37.864,0,0.17745,1.0844,0.0030539,0,1.173,0,1.1012,1.0665,1.014,0.01
2.3811,1.2057e+07,0.37637,2.2206,-6.8328,0,0.17547,-0.43782,0,3.9504,0,0.41974,-2.3937,-4.267,0,37.834,0,0.49623,1.1713,0.005547,0,1.2954,0,1.1937,1.0684,1.014,0.01
2.5389,1.2043e+07,0.29752,2.0916,-6.6011,0,0.15667,-0.40998,0,3.5364,0,0.33176,-1.8952,-3.8987,0,34.953,0,0.40622,1.2451,0.010044,0,1.3977,0,1.2726,1.0703,1.014,0.01
2.6576,1.2018e+07,0.23814,1.9339,-6.2696,0,0.13758,-0.35696,0,3.0023,0,0.25372,-1.597,-3.2274,0,30.387,0,0.20189,1.2992,0.017098,0,1.4662,0,1.3311,1.0723,1.014,0.01
2.7378,1.1997e+07,0.19807,1.7491,-5.8361,0,0.12182,-0.29783,0,2.5291,0,0.20263,-1.4501,-2.4667,0,26.062,0,0.073347,1.3345,0.025571,0,1.5066,0,1.3703,1.0742,1.014,0.01
2.7868,1.1984e+07,0.17355,1.5417,-5.305,0,0.10917,-0.24449,0,2.1803,0,0.17254,-1.4102,-1.7613,0,22.763,0,0.0043172,1.3551,0.034174,0,1.5283,0,1.3941,1.0761,1.014,0.01
2.8128,1.1933e+07,0.16056,1.3174,-4.6852,0,0.099498,-0.20159,0,1.9707,0,0.15683,-1.4303,-1.1757,0,20.765,0,-0.030172,1.3654,0.042004,0,1.5396,0,1.4067,1.0781,1.014,0.01
2.8212,1.1959e+07,0.15635,1.1119,-4.0752,0,0.094029,-0.17385,0,1.8866,0,0.15125,-1.4658,-0.78297,0,19.956,0,-0.046889,1.3685,0.047776,0,1.5434,0,1.4108,1.08,1.014,0.01
2.8199,1.2018e+07,0.15699,0.96292,-3.6037,0,0.092305,-0.16158,0,1.8754,0,0.15097,-1.4885,-0.59933,0,19.822,0,-0.05672,1.3679,0.050822,0,1.5419,0,1.4101,1.081,1.014,0.01
2.8141,1.1991e+07,0.15992,0.84302,-3.2088,0,0.091917,-0.15507,0,1.8939,0,0.15248,-1.5092,-0.5079,0,19.956,0,-0.071206,1.3656,0.052136,0,1.5379,0,1.4072,1.082,1.014,0.01
2.803,1.1977e+07,0.16546,0.72565,-2.8116,0,0.092037,-0.1484,0,1.947,0,0.15606,-1.5403,-0.44038,0,20.42,0,-0.090534,1.3612,0.052179,0,1.5318,0,1.4017,1.083,1.014,0.01
2.7864,1.1968e+07,0.17372,0.61254,-2.4198,0,0.092923,-0.14151,0,2.0415,0,0.16234,-1.5781,-0.3964,0,21.283,0,-0.1081,1.3547,0.050933,0,1.5235,0,1.3935,1.084,1.014,0.01
2.7633,1.1958e+07,0.1853,0.50549,-2.0416,0,0.095022,-0.13373,0,2.1739,0,0.17197,-1.624,-0.36653,0,22.478,0,-0.12415,1.3456,0.048536,0,1.5113,0,1.3821,1.085,1.014,0.01
2.7316,1.195e+07,0.20115,0.40625,-1.6847,0,0.098977,-0.12261,0,2.3417,0,0.18621,-1.6817,-0.32244,0,23.95,0,-0.13588,1.3328,0.04518,0,1.4931,0,1.3665,1.086,1.014,0.01
2.6893,1.1946e+07,0.22229,0.31647,-1.3562,0,0.10586,-0.10452,0,2.5419,0,0.20686,-1.7518,-0.22334,0,25.642,0,-0.13571,1.3153,0.041094,0,1.467,0,1.3456,1.087,1.014,0.01
2.6346,1.1948e+07,0.24967,0.23755,-1.0624,0,0.11745,-0.075428,0,2.7658,0,0.23591,-1.8279,-0.023788,0,27.44,0,-0.11359,1.292,0.036525,0,1.4313,0,1.3185,1.088,1.014,0.01
2.5662,1.1957e+07,0.28385,0.17047,-0.80791,0,0.13638,-0.031817,0,2.9966,0,0.27523,-1.893,0.31533,0,29.159,0,-0.057947,1.2622,0.031676,0,1.3848,0,1.2845,1.089,1.014,0.01
2.4843,1.1975e+07,0.32477,0.11568,-0.59524,0,0.16598,0.027771,0,3.2101,0,0.32599,-1.9177,0.81134,0,30.562,0,0.041794,1.2257,0.026685,0,1.3277,0,1.2437,1.09,1.014,0.01
2.3911,1.2004e+07,0.37138,0.072999,-0.42465,0,0.20947,0.10129,0,3.3794,0,0.38788,-1.8657,1.446,0,31.417,0,0.19144,1.1832,0.021659,0,1.2625,0,1.1969,1.091,1.014,0.01
2.2907,1.2042e+07,0.42161,0.041596,-0.29386,0,0.26851,0.18279,0,3.4827,0,0.4586,-1.7058,2.163,0,31.573,0,0.38815,1.1366,0.016765,0,1.1936,0,1.1463,1.092,1.014,0.01
2.1887,1.2087e+07,0.47262,0.020076,-0.19838,0,0.34178,0.26374,0,3.5119,0,0.53383,-1.4272,2.8827,0,31.026,0,0.6187,1.0884,0.012272,0,1.1261,0,1.0947,1.093,1.014,0.01
2.0913,1.2135e+07,0.52128,0.0066703,-0.13216,0,0.42383,0.33582,0,3.4761,0,0.60765,-1.0536,3.5277,0,29.926,0,0.85776,1.0417,0.0084834,0,1.0647,0,1.0454,1.094,1.014,0.01
2.0043,1.2182e+07,0.56482,-0.00053544,-0.08836,0,0.50733,0.39437,0,3.3972,0,0.67504,-0.62839,4.0557,0,28.529,0,1.0855,0.99945,0.0056113,0,1.0125,0,1.0013,1.095,1.014,0.01
1.9314,1.2224e+07,0.60123,-0.0033896,-0.060201,0,0.58416,0.43864,0,3.3022,0,0.73219,-0.20866,4.46,0,27.111,0,1.286,0.96382,0.0036934,0,0.9709,0,0.96453,1.096,1.014,0.01
1.8751,1.226e+07,0.62939,-0.0035195,-0.041612,0,0.64671,0.47012,0,3.2149,0,0.77626,0.14418,4.7531,0,25.904,0,1.4418,0.9361,0.0026149,0,0.94012,0,0.93621,1.097,1.014,0.01
1.8359,1.2291e+07,0.64898,-0.0022722,-0.027621,0,0.69064,0.49133,0,3.1508,0,0.80648,0.3922,4.9567,0,25.049,0,1.5481,0.91675,0.0021897,0,0.91961,0,0.91663,1.098,1.014,0.01
1.8134,1.2305e+07,0.66025,-0.00080115,-0.014535,0,0.71511,0.50399,0,3.1154,0,0.82345,0.52588,5.0839,0,24.586,0,1.6075,0.90556,0.0022159,0,0.90852,0,0.90547,1.099,1.014,0.01
1.8062,1.2304e+07,0.66386,0,0,0,0.72261,0.50832,0,3.1049,0,0.82878,0.56489,5.1291,0,24.451,0,1.6261,0.90196,0.0023166,0,0.9052,0,0.90194,1.1,1.014,0.01
